Plate,Strain,time,2'FL,3FL,3'SL,DFLac,6'SL,LNT,LNnT,LNFP I,LNFP II,LNFP III,LSTb,LSTc,DFLNT,LNH,DSLNT,FLNH,DFLNH,FDSLNH,DSLNH,SUM,Sia,Fuc
HMO_assay-2020-11-07,NS1 FAA 3 AER,48,2224.169421,421.1531739,370.0669832,122.2741177,243.9891374,2314.921548,278.8801535,1103.864127,1693.766104,62.0826932,168.6292213,201.7987639,1057.933667,175.3045012,169.2949883,608.4776631,200.7680944,340.0970614,176.5490171,11934.02044,2356.36624,9215.562002
HMO_assay-2020-11-10,NS1 FAA 68 AN,0,2154.342144,431.9521866,349.6216505,115.9826173,270.0710888,2190.555233,252.3235517,1073.127954,1555.070025,40.86109367,166.3683751,176.0701631,1002.624645,160.1375696,140.3123345,575.1515988,189.6067439,318.1579453,166.9572141,11329.29413,2212.986265,8765.09096
HMO_assay-2020-11-10,NS1 FAA 68 AN,48,702.884329,434.6613028,327.244251,77.26836778,87.27959874,1449.251072,120.0899393,903.481311,967.8394093,268.5436605,9.527669193,86.43353385,914.9840203,88.22750546,39.15674677,389.941631,96.17841468,171.7698077,87.40124805,7222.163818,1107.140658,6015.983057
HMO_assay-2020-11-07,NS1 NB 15 AN,0,2199.640896,425.266819,342.5703055,116.5391596,267.8301509,2237.450948,263.1843799,1105.273214,1647.083683,56.72191793,178.7752069,187.0882564,1032.762266,177.9995807,149.9210688,607.3615485,198.6780005,334.2305982,170.335805,11698.7138,2285.238864,9071.537528
HMO_assay-2020-11-07,NS1 NB 15 AN,48,2251.145969,426.9192006,353.7633335,116.1999646,245.1718211,1874.508692,251.2198441,1122.587981,1682.493874,38.99315333,200.5815115,183.7322264,1055.619432,168.2209067,126.9069451,617.8943,203.7916557,343.9761736,163.0904694,11426.81745,2251.196069,9235.232757
HMO_assay-2020-11-07,NS1 NB 3 AN,0,2263.120941,429.9185624,347.5611991,119.3039317,260.3581708,2340.69699,264.8413588,1133.624106,1671.110279,24.91015025,207.6001882,179.4469617,1062.686025,187.7447102,128.958642,629.6173318,208.7240778,342.2527936,168.8025369,11971.27896,2274.994465,9275.982234
HMO_assay-2020-11-07,NS1 NB 3 AN,48,2368.187529,448.9833532,365.6229277,121.3882179,282.9886455,2169.613345,270.0336763,1180.739201,1779.216561,40.14696718,230.8507195,184.44351,1117.653196,184.7002146,116.7546513,663.2923527,222.8274314,370.8229185,169.9627837,12288.2282,2378.98651,9775.126574
HMO_assay-2020-11-22,NS1 NB 38 AN,0,2122.182845,383.1729953,360.7373216,119.5228394,259.8639785,2041.650445,214.2496568,1006.56771,1465.77609,36.09330966,123.8250257,183.5235274,934.9480815,150.2191614,193.5494641,507.8676093,178.0352933,290.5359317,175.2895453,10747.61083,2246.699735,8277.208919
HMO_assay-2020-11-22,NS1 NB 38 AN,48,2092.739394,427.5239205,313.5036668,90.49814064,14.1596363,511.7299234,30.11499877,1080.744294,1576.131697,12.16306724,4.899360219,26.89121473,1008.96275,273.7564907,45.96325977,854.5083203,122.6585151,334.863598,6.995992876,8828.808241,1135.099579,8822.913103
HMO_assay-2020-11-10,NS1 cEtOH 1 AN,0,2266.921667,418.6431357,357.3485721,118.6622536,275.5742612,2191.562159,238.3168029,1072.353164,1559.172086,31.86327495,166.7905292,172.4933331,999.3812141,166.952342,144.2214339,583.0208479,192.1781909,323.2706877,163.7870103,11442.51297,2234.764959,8875.68818
HMO_assay-2020-11-10,NS1 cEtOH 1 AN,48,2372.064772,446.5556178,380.1992868,116.8348586,285.0601348,2340.681592,252.9081317,1132.509491,1674.013378,44.57216521,198.3399242,186.4346819,1058.84308,176.6291398,137.2533492,627.1085629,207.4978271,344.3729422,167.5351238,12149.41406,2348.356858,9407.548462
HMO_assay-2020-11-10,NS1 cEtOH 29 AN,0,2327.097787,445.0293919,379.7730366,120.6483454,272.9950418,2363.566494,261.2933556,1137.587142,1668.345051,36.24859654,198.4489327,184.1310239,1062.857467,181.7165055,133.2702462,633.2325742,205.9762556,341.7717283,172.4853356,12126.47431,2330.402655,9368.276408
HMO_assay-2020-11-10,NS1 cEtOH 29 AN,48,289.7741492,88.02207048,176.2689433,87.61906642,279.1285341,2396.345388,187.5195915,1017.21377,422.4325101,74.69955882,202.0892708,157.6972633,872.6228365,196.2905501,130.6798173,438.4195672,160.2242873,146.1123117,150.7547543,7473.91424,1670.277778,4717.606318
HMO_assay-2020-11-10,NS1 cEtOH 30 AN,0,2244.038697,420.6082393,361.3629687,114.2132711,242.8978546,2213.76258,243.8703166,1074.46554,1579.058931,45.49540444,185.146232,175.6835672,994.0856895,167.9330076,125.3544642,585.6590306,194.4933079,323.1986657,165.033266,11456.36103,2192.263414,8878.109045
HMO_assay-2020-11-10,NS1 cEtOH 30 AN,48,2281.695702,422.9729167,352.5597102,107.6353583,262.6169063,2252.088023,265.6748898,1099.236702,1611.863861,37.04914537,210.0495598,175.0626026,1023.440358,188.5426352,113.5208812,615.8988895,204.9527446,335.1108124,156.1372405,11716.10894,2209.826647,9075.884952
HMO_assay-2020-11-10,NS1 cFAA 21 AN,0,2447.99603,455.2923086,396.0150767,141.1542198,299.7013999,2371.992605,250.5048999,1192.758607,1715.012143,45.13713667,186.7173736,199.1996055,1093.762661,189.3906041,154.4396061,636.4731749,209.4329498,351.6975565,175.7145177,12512.39248,2445.336816,9733.066618
HMO_assay-2020-11-10,NS1 cFAA 21 AN,48,2362.251963,489.1484163,372.2959409,166.426192,255.6848682,962.3173269,160.8201896,1080.17355,1723.172119,44.92297994,173.4250199,194.0119791,1131.091447,63.08059976,144.9259206,395.6232442,187.1073882,355.1609582,179.9258257,10441.56593,2355.443217,9419.703286
HMO_assay-2020-11-07,NS1 cGAM 15 AN,0,2170.260942,411.65067,328.6492564,127.2394429,251.7206233,2218.328495,268.4819432,1085.283959,1598.177971,34.17757098,171.5982299,180.184409,1016.143557,172.4653688,148.3675138,580.8907514,193.3271338,325.3848419,160.2397724,11442.57245,2200.136775,8879.246975
HMO_assay-2020-11-07,NS1 cGAM 15 AN,48,2052.151327,405.9131336,322.6857049,135.0348823,232.5532826,2217.487953,255.0508486,1082.874419,1596.753234,36.4853293,173.8475816,184.9927038,1009.687854,164.215756,143.1553632,590.6265624,194.043374,322.7690332,167.3531203,11287.68146,2180.634306,8765.105258
HMO_assay-2020-11-07,NS1 cMRS 12 AN,0,2211.694391,418.7981453,346.9624052,122.1749802,251.0639332,2281.660335,247.8040049,1113.759256,1635.423791,36.5709471,173.4657383,180.0973705,1036.823692,176.8092498,148.3687369,604.4685883,196.7891087,333.2630843,174.6981537,11690.69591,2264.249397,9065.553765
HMO_assay-2020-11-07,NS1 cMRS 12 AN,48,2214.613153,418.5524912,343.0861828,124.8396018,253.4707187,2293.140052,259.9552956,1112.662273,1644.625772,37.85918745,188.9682138,190.2567125,1043.168729,177.3039038,137.1427972,610.8631533,199.438273,332.32392,167.8091943,11750.07962,2250.333651,9106.393158
HMO_assay-2020-11-07,NS1 cYPD 10 AN,0,2022.556148,413.7301571,304.9253718,117.6243552,225.7868698,2078.991405,243.7649797,1006.42632,1492.728762,30.69065311,178.3576405,166.2893972,942.154682,164.7096583,118.2035765,558.1452927,184.3998293,299.7521615,143.3754173,10692.61268,1998.02159,8312.387227
HMO_assay-2020-11-07,NS1 cYPD 10 AN,48,2235.460603,424.3414383,361.7544923,98.69385402,272.0912336,2312.998385,266.9056437,1128.06984,1676.157083,32.31365889,209.8414787,174.8241778,1056.339643,183.0470725,123.965554,635.390202,207.6391377,345.4225406,164.5454763,11909.80151,2286.378524,9202.500634
HMO_assay-2020-11-12,NS1 cYPD 16 AN,0,2208.775677,397.7164557,336.2747521,141.2502784,274.9909816,2346.557575,269.8024668,1155.276442,1701.175322,50.48774665,179.9616748,197.4841752,1076.094101,194.7532953,158.7157071,620.1028612,207.8535316,345.4314002,184.6375137,12047.34196,2366.280826,9329.361726
HMO_assay-2020-11-12,NS1 cYPD 16 AN,48,2196.216701,394.9544977,365.7768491,124.282527,279.6803535,2344.596194,275.2388806,1156.80944,1699.200291,49.55954856,182.3457715,199.056532,1077.815734,183.8514045,150.6747888,622.684702,204.0512397,341.7664063,182.0697568,12030.63162,2375.88141,9273.490587
HMO_assay-2020-11-12,NS0 1 MB AN,0,2034.283373,372.5048171,308.6740871,126.1037253,233.626102,2166.208211,252.6121097,1056.397306,1552.194977,36.1837169,170.0237439,179.153309,985.5606058,169.8700571,141.7897525,572.63091,188.2740914,305.2194519,164.6184377,11015.92878,2114.732526,8529.291397
HMO_assay-2020-11-12,NS0 1 MB AN,48,2058.326656,376.0169422,311.5704344,137.0902932,210.220154,1651.189467,260.0804485,1051.089604,1593.104639,50.23353587,180.5896429,179.6105556,1002.391238,156.2744344,138.2416599,566.7590797,195.1620772,312.8028782,162.2738757,10593.02762,2108.627614,8677.620551
HMO_assay-2020-11-01,NS0 1 MRS AN,0,2365.853618,442.6209386,446.7678605,104.4567283,285.7930637,2319.118976,217.2144833,1162.978611,1670.613467,41.85926864,138.8303369,205.9481017,1043.462301,175.850165,223.9246698,564.8424467,190.4760874,330.2064451,190.7217517,12121.53932,2567.045096,9255.765029
HMO_assay-2020-11-01,NS0 1 MRS AN,48,2311.282308,437.0532598,441.2302704,105.9988035,303.4928859,2361.224107,250.4183318,1131.089308,1729.015334,43.35730924,142.9618378,212.6343786,1079.918365,183.1777045,218.4277262,593.2817363,196.6117833,341.5101926,192.4579146,12275.14356,2605.11104,9351.647351
HMO_assay-2020-11-12,NS0 2 FAA(EtOH) AN,0,2072.012726,382.0959801,334.8325129,113.5495327,249.403358,2193.441026,254.7108142,1081.347313,1585.055585,34.80295654,183.1832875,184.0856477,1006.850753,174.711715,139.1423399,600.6113378,196.5240265,314.928667,169.5710247,11270.8606,2198.788869,8704.703191
HMO_assay-2020-11-12,NS0 2 FAA(EtOH) AN,48,1870.148892,371.6728371,301.2502732,61.1003264,56.14261451,2285.23819,103.7885882,1090.903589,1348.060781,15.93091736,4.525542671,34.45752721,969.4056414,398.808086,30.76367487,692.737398,95.50484389,248.0284171,7.270711282,9985.738852,968.5015641,7889.504455
HMO_assay-2020-11-12,NS0 5 CNA AER,0,2054.577133,382.4469005,324.0095949,109.2592899,238.9381534,2205.709226,259.1671159,1070.361279,1571.397361,29.63986357,192.9289706,180.4454678,997.2351779,177.1508248,121.5877378,594.6054667,197.6412239,315.0841648,160.265779,11182.45073,2130.19755,8626.383553
HMO_assay-2020-11-12,NS0 5 CNA AER,48,2148.008631,389.7295294,336.7804865,113.2863225,251.1005819,2347.794785,256.8465663,1119.205695,1672.510971,38.49413076,201.2309498,179.6085232,1050.925334,181.2190177,129.0549682,621.9745386,206.5632395,332.4826223,168.1415068,11744.9584,2228.078736,9063.955911
HMO_assay-2020-11-01,NS0 6 FAA AN,0,1981.903346,421.8765441,394.3713572,109.5559282,276.7870165,2113.260759,221.4080069,1027.697558,1512.922774,42.77373045,131.9660961,195.3604345,974.2420436,146.2457726,191.7033867,534.7132634,177.0770196,295.5190591,176.2941234,10925.67822,2325.518043,8339.156258
HMO_assay-2020-11-01,NS0 6 FAA AN,48,38.42768692,692.4976553,217.4952406,33.61275154,142.5707897,88.55253239,712.7868652,271.361184,452.6912013,3.274976665,116.0805846,211.1161992,766.9813799,143.1286658,47.10210867,136.6982199,146.6147643,90.01201104,53.50340108,4364.508218,1068.497856,3579.380727
HMO_assay-2020-11-10,NS0 7 TSA AN,0,2376.115549,458.9493849,390.3845515,110.8715242,264.8915059,2272.952651,258.4181606,1118.12392,1648.415825,45.27623232,189.2932758,186.6383377,1045.988372,175.8666696,132.2991382,617.6207972,205.1151388,337.5814363,168.2623488,12003.06482,2307.493518,9326.033214
HMO_assay-2020-11-10,NS0 7 TSA AN,48,2394.02287,428.0556976,371.5765253,116.2869091,240.3492625,970.8368357,274.2114124,1050.75638,1672.152906,41.0597382,207.322442,184.1223806,1060.834137,161.343666,113.4087035,553.0534105,207.3228981,339.6657179,162.1046341,10548.48653,2233.728721,9247.654609
HMO_assay-2020-11-10,NS0 9 FAA AN,0,2232.938403,418.4324129,355.0123868,119.0296404,246.1368235,2180.88651,237.5246607,1055.068034,1552.160271,37.26606297,169.5818042,170.6650622,991.4749791,172.1174079,142.4170472,582.5252768,190.4493997,320.3678473,164.3311637,11338.38519,2195.628193,8800.666347
HMO_assay-2020-11-10,NS0 9 FAA AN,48,2229.626167,360.4960592,363.8455563,127.7094978,229.5210351,1901.746274,60.93089273,1095.459486,1607.609463,43.06576397,176.0263309,177.369144,1018.234428,168.711479,152.1875123,597.1583611,198.5876995,327.0141902,170.8023771,11006.10172,2246.770225,8949.492741
HMO_assay-2020-11-12,NS4 1 FAA(EtOH) AN,0,2086.970211,384.5739909,327.9784262,121.8054768,259.028148,2212.847978,249.7440244,1084.883469,1596.21443,34.46177198,186.2129284,184.8432673,1013.581848,176.5615142,141.8183911,582.8029008,200.4572165,319.128218,171.2121898,11335.1264,2222.380368,8760.724075
HMO_assay-2020-11-12,NS4 1 FAA(EtOH) AN,48,2056.311442,393.1658966,302.632667,84.70129098,13.93279909,523.8917232,62.86285011,1100.753857,1623.37203,9.914252296,3.434990075,34.97787888,1020.370852,281.4226059,28.8883973,885.2575635,126.3074316,342.664478,12.81122405,8907.67423,1123.706534,8874.198668
HMO_assay-2020-11-12,NS4 1 GAM AER,0,2123.740665,371.0663026,339.1253246,123.3082974,264.7948483,2202.869592,246.8488588,1132.432737,1579.494174,46.22564654,149.9043617,187.8713423,989.5526441,164.2677107,167.8554621,559.502166,184.986627,306.6828461,166.5349348,11307.06454,2223.842363,8714.839674
HMO_assay-2020-11-12,NS4 1 GAM AER,48,1984.136707,373.7227432,295.317067,58.54693805,24.86390825,1007.013581,117.9699276,1054.297962,1558.517433,8.308263617,5.429525453,30.74444463,967.3441291,272.3658035,26.43352132,865.9749937,116.9999275,333.250699,5.39369662,9106.631271,1086.510779,8463.99079
HMO_assay-2020-11-12,NS4 1 GAM AN,0,2124.970305,387.5473207,313.4489613,131.5117308,263.3700385,2262.157054,281.3800469,1121.320112,1595.766422,43.65112215,192.8532493,183.0492652,1021.496293,175.9053433,121.8085944,619.2544238,196.9834662,310.6195695,160.7613129,11507.85463,2139.100468,8903.112254
HMO_assay-2020-11-12,NS4 1 GAM AN,48,85.17108872,148.2749712,93.01022309,34.23234695,150.8504021,170.4904055,309.9743811,607.9326662,15.8124465,13.31344409,158.1659761,303.5349086,425.8412338,37.74056771,28.69086243,42.57287773,55.18005401,23.80243693,16.3672919,2720.958585,843.2826925,1967.387201
HMO_assay-2020-11-12,NS4 10 CNA AER,0,2037.020302,359.8770371,306.2301678,133.6932369,238.057811,2174.317847,245.2720033,1054.868542,1567.210071,42.39062386,172.0616609,178.8988876,985.9251818,165.2019096,142.4335082,571.5254635,188.2009325,311.29068,160.555799,11035.03166,2123.808502,8559.821421
HMO_assay-2020-11-12,NS4 10 CNA AER,48,1897.551412,389.1179415,316.5458995,130.5996585,191.5374913,1341.650473,234.3948338,1000.926639,1601.379285,40.71176069,162.4471011,182.0207502,1000.779666,139.4543161,139.6582409,523.415807,192.4018346,319.6842624,164.9408141,9969.218187,2101.117877,8420.349426
HMO_assay-2020-11-12,NS4 10 FAA-NB AN,0,2043.225798,370.1233715,335.6685905,114.37619,230.027584,2181.104572,259.5390974,1054.522221,1516.705122,40.1427177,181.6174316,180.7253877,982.0765008,167.3809703,123.7706819,587.0751722,190.7840861,294.1175423,157.1487373,11010.13177,2078.112917,8480.385498
HMO_assay-2020-11-12,NS4 10 FAA-NB AN,48,67.16442707,162.3353913,65.42320913,18.93648346,40.87951328,92.16009374,227.2525889,139.9591691,18.12846425,9.328770776,24.40656693,163.0404919,400.9916548,25.42580883,18.47575291,33.77462293,23.60192968,5.310348654,8.982988314,1545.578276,359.287961,1323.06133
HMO_assay-2020-11-12,NS4 10 TSA AER,0,2058.206169,374.6235881,314.6806439,136.4565585,257.2779519,2178.037248,247.4470668,1082.543474,1580.503455,41.7471382,171.8860363,188.7772494,1001.182779,168.7038175,147.3768999,580.9844369,193.2603918,318.992447,169.1299454,11211.8173,2203.620466,8699.400166
HMO_assay-2020-11-12,NS4 10 TSA AER,48,2075.434785,380.7447111,321.316131,127.5160943,244.6128293,2246.911304,254.0456691,1095.852373,1609.541296,44.21205117,177.1062281,187.8560204,1019.522514,177.4668908,144.7619914,588.1925423,195.1372745,322.6553309,165.3898748,11378.27591,2196.505603,8800.984855
HMO_assay-2020-11-12,NS4 11 YPD AN,0,2134.421406,388.1993687,324.6076669,126.1258766,229.8141538,2290.070471,266.0543251,1109.380327,1628.616769,36.86226261,195.9092098,178.5116562,1025.967279,177.6677653,120.6329922,603.7074503,198.1865545,322.5383131,164.9352011,11522.20905,2145.0557,8924.285318
HMO_assay-2020-11-12,NS4 11 YPD AN,48,2007.093161,379.1441208,353.7797061,99.68751852,219.7973361,1782.38329,256.1083143,1062.164161,1659.92028,42.63414508,204.8704365,179.8022853,1036.825335,169.6942051,113.4387236,598.714019,200.9577736,328.0773639,159.4912498,10854.58343,2160.264439,8752.688506
HMO_assay-2020-11-05,NS4 19 GAM AN,0,2410.252208,466.3862715,483.3369044,134.4020297,282.6952002,2260.227682,244.052762,1115.441875,1668.869215,54.49476277,136.0061102,201.022885,1103.170185,159.4557091,215.5223409,562.643988,196.9202589,333.1282184,199.0865692,12227.11518,2598.535357,9480.201487
HMO_assay-2020-11-05,NS4 19 GAM AN,48,2435.239254,433.9250191,480.4493401,135.870042,314.6522879,2073.289075,230.2262623,1135.094132,1694.684807,49.76542559,139.7930011,188.9354347,1124.355937,164.3133338,213.3582754,559.5280878,199.4961684,343.4076445,200.1849271,12116.56846,2637.731758,9571.088666
HMO_assay-2020-11-10,NS4 23 PEC AN,0,2371.40061,440.127416,356.0356651,152.864987,276.9654638,2311.451996,267.4144548,1141.738475,1644.215922,36.20401115,184.4242279,188.2168758,1050.52979,175.5024161,140.199329,615.4296692,202.4142729,329.6768221,167.210021,12052.02242,2279.814577,9390.411025
HMO_assay-2020-11-10,NS4 23 PEC AN,48,2422.240923,452.491077,362.4547793,149.5125692,274.9700442,2381.238854,268.4716446,1166.786248,1695.968285,39.19584135,196.3239715,192.9065827,1084.112248,182.8646264,138.1935936,628.4627178,203.5292662,337.9895358,183.0920725,12360.80488,2345.205782,9617.442794
HMO_assay-2020-11-10,NS4 28 MRS AN,0,2269.267643,416.945422,359.4618038,122.445935,273.7625821,2214.530672,223.7734288,1072.844366,1569.596443,37.42355491,170.2587263,183.8334074,1002.436487,178.044531,148.1818602,599.5359703,195.7371513,323.5699282,165.3318438,11526.98176,2261.483784,8930.422474
HMO_assay-2020-11-10,NS4 28 MRS AN,48,2389.71024,443.7319617,380.159621,125.6000274,277.0650287,2365.283136,261.6402882,1152.209043,1696.070746,50.91203331,185.5426198,198.2149525,1073.019679,179.7173412,158.6445115,620.2739057,207.1698908,341.8792625,176.9104476,12283.75474,2395.850665,9506.366388
HMO_assay-2020-11-12,NS4 41 CNA AN,0,2030.236264,369.2361345,323.793745,117.0500732,216.6965004,2200.256145,256.6589157,1060.424512,1572.467324,49.06363207,172.4354576,181.3660487,986.0789906,161.6417047,139.134402,567.1423739,188.174853,307.325198,160.4665362,11059.64881,2108.144024,8538.503272
HMO_assay-2020-11-12,NS4 41 CNA AN,48,2027.967686,373.8954215,300.922109,140.8889961,223.8400608,74.57044852,279.2326364,1101.452912,1579.958608,37.47070941,178.692444,181.0886006,1001.118885,169.4217388,137.0456598,579.2941271,191.965948,313.0436316,164.585565,9056.456188,2113.892927,8681.030754
HMO_assay-2020-11-12,NS4 41 YPD AN,0,2049.283028,370.3763581,322.06994,121.3145597,254.8649165,2157.521305,253.0789826,1055.459227,1559.987417,40.03183717,175.3467148,174.1637496,983.0941905,168.0748546,134.3727308,580.8879139,191.7555924,313.8883916,158.426247,11063.99796,2139.82006,8562.242858
HMO_assay-2020-11-12,NS4 41 YPD AN,48,2037.97455,359.1366464,308.7164714,128.2375664,229.1553737,2189.952118,251.8836668,1070.795329,1590.779606,42.66117738,184.1159695,169.9314396,994.5908577,175.8082484,129.5425098,584.5709832,192.2378949,314.5183753,159.3959827,11114.00477,2098.83299,8630.569305
